date,arx,ary,arz,grx,gry,grz,subject
2020-01-01 00:00:35,-2.8510000000000004,-6.4349,0.51159,-0.59608,-0.54004,0.7844800000000001,subject1
2020-01-01 00:00:36,-2.3628,-6.1951,0.49233,-0.59608,-0.54004,0.7844800000000001,subject1
2020-01-01 00:00:37,-2.4316,-6.1656,0.44172,-0.58627,-0.51335,0.81034,subject1
2020-01-01 00:00:38,-2.412,-6.5076,0.2371199999999999,-0.58627,-0.51335,0.81034,subject1
2020-01-01 00:00:39,-2.3007,-6.8669,0.3129099999999999,-0.58627,-0.51335,0.81034,subject1
2020-01-01 00:00:40,-2.3808,-7.6442,0.57612,-0.59216,-0.50308,0.8254299999999999,subject1
2020-01-01 00:00:41,-2.6918,-8.2951,0.4915,-0.59216,-0.50308,0.8254299999999999,subject1
2020-01-01 00:00:42,-3.1068,-9.2469,0.30849,-0.59216,-0.50308,0.8254299999999999,subject1
2020-01-01 00:00:43,-3.4346,-9.8955,0.45314,-0.59216,-0.50308,0.8254299999999999,subject1
2020-01-01 00:00:44,-3.7653,-10.543,0.6916,-0.59804,-0.50513,0.80819,subject1
2020-01-01 00:00:45,-3.8716,-11.654000000000002,0.6048,-0.59804,-0.50513,0.80819,subject1
2020-01-01 00:00:46,-3.5811,-11.727,1.2782,-0.59804,-0.50513,0.80819,subject1
2020-01-01 00:00:47,-3.7325,-10.707,1.3188,-0.59216,-0.54004,0.7844800000000001,subject1
2020-01-01 00:00:48,-4.0712,-10.089,1.0685,-0.59216,-0.54004,0.7844800000000001,subject1
2020-01-01 00:00:49,-5.1157,-13.061,0.8781899999999999,-0.59216,-0.54004,0.7844800000000001,subject1
2020-01-01 00:00:50,-5.4711,-14.119000000000002,1.0753,-0.59216,-0.54004,0.7844800000000001,subject1
2020-01-01 00:00:51,-4.5967,-10.998,1.2209,-0.61569,-0.60164,0.72845,subject1
2020-01-01 00:00:52,-4.912,-8.3548,1.5198,-0.61569,-0.60164,0.72845,subject1
2020-01-01 00:00:53,-6.2767,-8.9845,2.5508,-0.61569,-0.60164,0.72845,subject1
2020-01-01 00:00:54,-6.9355,-10.992,2.8463,-0.59608,-0.65298,0.6875,subject1
2020-01-01 00:00:55,-6.1178,-10.705,2.496,-0.59608,-0.65298,0.6875,subject1
2020-01-01 00:00:56,-4.2343,-9.6231,1.6855,-0.59608,-0.65298,0.6875,subject1
2020-01-01 00:00:57,-2.6297,-9.1862,1.3844,-0.59608,-0.65298,0.6875,subject1
2020-01-01 00:00:58,-1.6412,-8.5378,1.2189,-0.53137,-0.68172,0.71767,subject1
2020-01-01 00:00:59,-1.6617,-7.138999999999999,1.1014,-0.53137,-0.68172,0.71767,subject1
2020-01-01 00:01:00,-2.0665,-6.1706,0.94147,-0.53137,-0.68172,0.71767,subject1
2020-01-01 00:01:01,-2.4858,-5.4432,1.6758,-0.58039,-0.6509199999999999,0.72845,subject1
2020-01-01 00:01:02,-3.1814,-5.7736,1.6384,-0.58039,-0.6509199999999999,0.72845,subject1
2020-01-01 00:01:03,-3.3663,-5.4066,1.3443,-0.58039,-0.6509199999999999,0.72845,subject1
2020-01-01 00:01:04,-3.1694,-5.4089,1.115,-0.58039,-0.6509199999999999,0.72845,subject1
2020-01-01 00:01:05,-2.7808,-6.425,0.50167,-0.61765,-0.6037,0.72414,subject1
2020-01-01 00:01:06,-2.8536,-7.4838,0.61539,-0.61765,-0.6037,0.72414,subject1
2020-01-01 00:01:07,-3.2171,-8.402999999999999,0.70485,-0.61765,-0.6037,0.72414,subject1
2020-01-01 00:01:08,-3.5218,-9.0825,0.75421,-0.6078399999999999,-0.59754,0.74569,subject1
2020-01-01 00:01:09,-3.762,-8.902999999999999,0.70068,-0.6078399999999999,-0.59754,0.74569,subject1
2020-01-01 00:01:10,-4.1947,-9.2609,0.91196,-0.6078399999999999,-0.59754,0.74569,subject1
2020-01-01 00:01:11,-4.2403,-10.897,1.3093,-0.6078399999999999,-0.59754,0.74569,subject1
2020-01-01 00:01:12,-4.9138,-12.853,1.7428,-0.58627,-0.6098600000000001,0.7650899999999999,subject1
2020-01-01 00:01:13,-5.0296,-13.542,2.8333,-0.58627,-0.6098600000000001,0.7650899999999999,subject1
2020-01-01 00:01:14,-3.9462,-10.41,3.0108,-0.58627,-0.6098600000000001,0.7650899999999999,subject1
2020-01-01 00:01:15,-2.4844,-8.6896,2.0447,-0.5745100000000001,-0.6221800000000001,0.75431,subject1
2020-01-01 00:01:16,-3.8065,-10.739,2.1297,-0.5745100000000001,-0.6221800000000001,0.75431,subject1
2020-01-01 00:01:17,-5.5949,-12.753,2.7478,-0.5745100000000001,-0.6221800000000001,0.75431,subject1
2020-01-01 00:01:18,-7.8031,-12.285,2.5316,-0.5745100000000001,-0.6221800000000001,0.75431,subject1
2020-01-01 00:01:19,-5.7170000000000005,-9.4495,1.0484,-0.62157,-0.6119100000000001,0.73922,subject1
2020-01-01 00:01:20,-2.9807,-8.4981,0.18968,-0.62157,-0.6119100000000001,0.73922,subject1
2020-01-01 00:01:21,-2.4732,-9.4209,-0.085626,-0.62157,-0.6119100000000001,0.73922,subject1
2020-01-01 00:01:22,-1.5588,-10.319,0.067367,-0.52941,-0.6078,0.79957,subject1
2020-01-01 00:01:23,-1.8642,-11.347,0.25554,-0.52941,-0.6078,0.79957,subject1
2020-01-01 00:01:24,-2.4731,-11.065,0.45715,-0.52941,-0.6078,0.79957,subject1
2020-01-01 00:01:25,-2.8611,-8.684,0.59705,-0.52941,-0.6078,0.79957,subject1
2020-01-01 00:01:26,-3.2553,-6.9617,0.8290000000000001,-0.55098,-0.55647,0.8211200000000001,subject1
2020-01-01 00:01:27,-3.2094,-6.0268,0.32366,-0.55098,-0.55647,0.8211200000000001,subject1
2020-01-01 00:01:28,-3.8343,-5.1148,-0.48491,-0.55098,-0.55647,0.8211200000000001,subject1
2020-01-01 00:01:29,-3.8878,-5.1336,0.63915,-0.56863,-0.51745,0.83405,subject1
2020-01-01 00:01:30,-3.2643,-5.7394,1.0568,-0.56863,-0.51745,0.83405,subject1
2020-01-01 00:01:31,-2.6779,-5.7249,0.50542,-0.56863,-0.51745,0.83405,subject1
2020-01-01 00:01:32,-2.5486,-6.0171,0.2929,-0.56863,-0.51745,0.83405,subject1
2020-01-01 00:01:33,-2.4325,-6.9062,0.38386,-0.53922,-0.49281,0.8685299999999999,subject1
2020-01-01 00:01:34,-2.2507,-7.8436,0.63907,-0.53922,-0.49281,0.8685299999999999,subject1
2020-01-01 00:01:35,-2.779,-9.4322,0.7783899999999999,-0.53922,-0.49281,0.8685299999999999,subject1
2020-01-01 00:01:36,-2.9475,-10.084,0.61039,-0.50392,-0.4989699999999999,0.8836200000000001,subject1
2020-01-01 00:01:37,-2.6519,-10.704,0.63148,-0.50392,-0.4989699999999999,0.8836200000000001,subject1
2020-01-01 00:01:38,-2.32,-11.143,0.7136899999999999,-0.50392,-0.4989699999999999,0.8836200000000001,subject1
2020-01-01 00:01:39,-2.1966,-11.088,1.2477,-0.50392,-0.4989699999999999,0.8836200000000001,subject1
2020-01-01 00:01:40,-2.4742,-10.773,1.7322,-0.55686,-0.47228,0.85129,subject1
2020-01-01 00:01:41,-2.9124,-9.8464,1.3618,-0.55686,-0.47228,0.85129,subject1
2020-01-01 00:01:42,-4.046,-11.437,1.3448,-0.55686,-0.47228,0.85129,subject1
2020-01-01 00:01:43,-5.5120000000000005,-13.986,1.3944,-0.64118,-0.49487,0.78233,subject1
2020-01-01 00:01:44,-6.1222,-12.929,2.0514,-0.64118,-0.49487,0.78233,subject1
2020-01-01 00:01:45,-5.8204,-9.2557,2.4330000000000003,-0.64118,-0.49487,0.78233,subject1
2020-01-01 00:01:46,-6.5614,-7.9995,3.0479,-0.64118,-0.49487,0.78233,subject1
2020-01-01 00:01:47,-6.4688,-9.9406,2.9405,-0.66275,-0.54209,0.73707,subject1
2020-01-01 00:01:48,-5.5031,-11.364,2.5568,-0.66275,-0.54209,0.73707,subject1
2020-01-01 00:01:49,-3.7332,-10.647,1.3218,-0.66275,-0.54209,0.73707,subject1
2020-01-01 00:01:50,-2.579,-9.9505,0.95039,-0.5549,-0.6345,0.75216,subject1
2020-01-01 00:01:51,-3.2633,-9.1384,1.1577,-0.5549,-0.6345,0.75216,subject1
2020-01-01 00:01:52,-3.3521,-7.6438,1.6178,-0.5549,-0.6345,0.75216,subject1
2020-01-01 00:01:53,-3.6902,-6.2358,1.4174,-0.5549,-0.6345,0.75216,subject1
2020-01-01 00:01:54,-3.5783,-5.7148,1.5163,-0.60196,-0.6037,0.74569,subject1
2020-01-01 00:01:55,-3.9779,-5.7848,1.5233,-0.60196,-0.6037,0.74569,subject1
2020-01-01 00:01:56,-3.8852,-5.8787,1.1331,-0.60196,-0.6037,0.74569,subject1
2020-01-01 00:01:57,-3.1129,-6.215,0.50175,-0.62549,-0.56879,0.74569,subject1
2020-01-01 00:01:58,-3.0749,-6.8588,0.11539,-0.62549,-0.56879,0.74569,subject1
2020-01-01 00:01:59,-3.2106,-6.6875,0.24896,-0.62549,-0.56879,0.74569,subject1
2020-01-01 00:02:00,-3.1479,-6.8379,1.2102,-0.62549,-0.56879,0.74569,subject1
2020-01-01 00:02:01,-3.3277,-6.9908,0.92129,-0.65882,-0.52772,0.7650899999999999,subject1
2020-01-01 00:02:02,-3.1964,-6.7022,0.77947,-0.65882,-0.52772,0.7650899999999999,subject1
2020-01-01 00:02:03,-3.5855,-7.2141,0.58721,-0.65882,-0.52772,0.7650899999999999,subject1
2020-01-01 00:02:04,-3.2987,-8.3194,1.0632,-0.66667,-0.5071899999999999,0.75431,subject1
2020-01-01 00:02:05,-3.5656,-10.407,1.3234,-0.66667,-0.5071899999999999,0.75431,subject1
2020-01-01 00:02:06,-4.6114,-11.671,1.9373,-0.66667,-0.5071899999999999,0.75431,subject1
2020-01-01 00:02:07,-4.6714,-11.724,2.6221,-0.66667,-0.5071899999999999,0.75431,subject1
2020-01-01 00:02:08,-4.665,-10.899,3.1321,-0.66275,-0.53593,0.75431,subject1
2020-01-01 00:02:09,-4.7827,-8.8164,2.3613,-0.66275,-0.53593,0.75431,subject1
2020-01-01 00:02:10,-5.3255,-10.908,1.1525,-0.66275,-0.53593,0.75431,subject1
2020-01-01 00:02:11,-8.5651,-14.068,1.1924,-0.73922,-0.54004,0.625,subject1
2020-01-01 00:02:12,-11.082,-13.66,1.9524,-0.73922,-0.54004,0.625,subject1
2020-01-01 00:02:13,-8.5522,-11.245,0.48983,-0.73922,-0.54004,0.625,subject1
2020-01-01 00:02:14,-4.3731,-7.3412,-0.11706,-0.73922,-0.54004,0.625,subject1
2020-01-01 00:02:15,-2.9841,-8.0684,0.15908,-0.77255,-0.5544100000000001,0.59914,subject1
2020-01-01 00:02:16,-3.5236,-10.145,0.50317,-0.77255,-0.5544100000000001,0.59914,subject1
2020-01-01 00:02:17,-3.8974,-10.174,0.63715,-0.77255,-0.5544100000000001,0.59914,subject1
2020-01-01 00:02:18,-4.6163,-9.9946,0.54194,-0.73333,-0.53388,0.6702600000000001,subject1
2020-01-01 00:02:19,-4.3506,-8.724,-0.40495,-0.73333,-0.53388,0.6702600000000001,subject1
2020-01-01 00:02:20,-3.5424,-7.8331,-0.30832,-0.73333,-0.53388,0.6702600000000001,subject1
2020-01-01 00:02:21,-2.761,-7.0561,0.38678,-0.73333,-0.53388,0.6702600000000001,subject1
2020-01-01 00:02:22,-1.9185,-6.655,0.50058,-0.73333,-0.53388,0.6702600000000001,subject1
2020-01-01 00:02:23,-2.4483,-6.6418,0.82416,-0.73333,-0.53388,0.6702600000000001,subject1
2020-01-01 00:02:24,-2.2436,-6.5337,0.63165,-0.73333,-0.53388,0.6702600000000001,subject1
2020-01-01 00:02:25,-2.6418,-6.8566,0.34467,-0.6705899999999999,-0.49076,0.76293,subject1
2020-01-01 00:02:26,-2.9177,-6.4493,0.07337,-0.6705899999999999,-0.49076,0.76293,subject1
2020-01-01 00:02:27,-2.8311,-6.4282,0.17859,-0.6705899999999999,-0.49076,0.76293,subject1
2020-01-01 00:02:28,-2.4954,-6.7889,0.10847,-0.6862699999999999,-0.43532,0.79957,subject1
2020-01-01 00:02:29,-2.5727,-7.1287,0.13315,-0.6862699999999999,-0.43532,0.79957,subject1
2020-01-01 00:02:30,-2.4963,-7.4962,0.37519,-0.6862699999999999,-0.43532,0.79957,subject1
2020-01-01 00:02:31,-2.7485,-7.6284,0.16025,-0.6862699999999999,-0.43532,0.79957,subject1
2020-01-01 00:02:32,-3.2495,-8.5184,0.15741,-0.67451,-0.41478,0.79957,subject1
2020-01-01 00:02:33,-3.6644,-9.7494,0.0646159999999999,-0.67451,-0.41478,0.79957,subject1
2020-01-01 00:02:34,-3.9426,-11.105,0.45514,-0.67451,-0.41478,0.79957,subject1
2020-01-01 00:02:35,-4.0343,-11.959,0.1312299999999999,-0.67843,-0.47639,0.77155,subject1
2020-01-01 00:02:36,-4.0145,-11.025,0.49041,-0.67843,-0.47639,0.77155,subject1
2020-01-01 00:02:37,-4.1754,-9.8022,0.78072,-0.67843,-0.47639,0.77155,subject1
2020-01-01 00:02:38,-4.3043,-9.0816,0.83759,-0.67843,-0.47639,0.77155,subject1
2020-01-01 00:02:39,-5.621,-12.059,1.0533,-0.66471,-0.52772,0.72845,subject1
2020-01-01 00:02:40,-6.1266,-14.423,0.6955100000000001,-0.66471,-0.52772,0.72845,subject1
2020-01-01 00:02:41,-5.104,-11.856,0.41763,-0.66471,-0.52772,0.72845,subject1
2020-01-01 00:02:42,-4.8786,-9.0902,0.98299,-0.62745,-0.64271,0.6875,subject1
2020-01-01 00:02:43,-5.9303,-9.0497,2.0267,-0.62745,-0.64271,0.6875,subject1
2020-01-01 00:02:44,-6.709,-10.193,2.6987,-0.62745,-0.64271,0.6875,subject1
2020-01-01 00:02:45,-6.4959,-9.9781,2.1886,-0.62745,-0.64271,0.6875,subject1
2020-01-01 00:02:46,-4.9226,-9.3646,1.5422,-0.62549,-0.66735,0.65517,subject1
2020-01-01 00:02:47,-3.7595,-9.442,1.7987,-0.62549,-0.66735,0.65517,subject1
2020-01-01 00:02:48,-2.7864,-8.3833,1.6746,-0.62549,-0.66735,0.65517,subject1
2020-01-01 00:02:49,-2.7567,-6.8117,1.8261,-0.6098,-0.65708,0.67672,subject1
2020-01-01 00:02:50,-2.8449,-6.0117,1.8348,-0.6098,-0.65708,0.67672,subject1
2020-01-01 00:02:51,-3.4881,-6.0039,1.6061,-0.6098,-0.65708,0.67672,subject1
2020-01-01 00:02:52,-3.84,-6.4419,1.8133,-0.6098,-0.65708,0.67672,subject1
2020-01-01 00:02:53,-3.2477,-6.426,1.3974,-0.66471,-0.60164,0.68966,subject1
2020-01-01 00:02:54,-2.8976,-6.0207,0.92813,-0.66471,-0.60164,0.68966,subject1
2020-01-01 00:02:55,-2.3856,-6.141,0.90128,-0.66471,-0.60164,0.68966,subject1
2020-01-01 00:02:56,-3.1015,-6.85,1.0013,-0.66275,-0.5646800000000001,0.71767,subject1
2020-01-01 00:02:57,-3.0809,-8.2622,0.78481,-0.66275,-0.5646800000000001,0.71767,subject1
2020-01-01 00:02:58,-3.1876,-9.3363,0.3665199999999999,-0.66275,-0.5646800000000001,0.71767,subject1
2020-01-01 00:02:59,-3.4731,-9.1086,0.13832,-0.66275,-0.5646800000000001,0.71767,subject1
2020-01-01 00:03:00,-3.2931,-8.9691,0.093213,-0.6549,-0.57495,0.75647,subject1
2020-01-01 00:03:01,-3.4057,-10.101,0.8907799999999999,-0.6549,-0.57495,0.75647,subject1
2020-01-01 00:03:02,-3.9006,-11.717,2.2579,-0.6549,-0.57495,0.75647,subject1
2020-01-01 00:03:03,-4.7177,-11.941,2.903,-0.6549,-0.58522,0.70905,subject1
2020-01-01 00:03:04,-5.5124,-9.873,2.7043,-0.6549,-0.58522,0.70905,subject1
2020-01-01 00:03:05,-3.6725,-8.8032,1.6848,-0.6549,-0.58522,0.70905,subject1
2020-01-01 00:03:06,-5.5298,-12.847,2.2743,-0.6549,-0.58522,0.70905,subject1
2020-01-01 00:03:07,-8.5791,-15.053,2.6536,-0.70196,-0.59343,0.67457,subject1
2020-01-01 00:03:08,-9.3498,-12.98,1.9864,-0.70196,-0.59343,0.67457,subject1
2020-01-01 00:03:09,-6.9799,-9.412,0.80023,-0.70196,-0.59343,0.67457,subject1
2020-01-01 00:03:10,-4.2247,-6.9287,-0.8672700000000001,-0.65686,-0.58932,0.7306,subject1
2020-01-01 00:03:11,-2.4712,-6.7405,-0.045356,-0.65686,-0.58932,0.7306,subject1
2020-01-01 00:03:12,-2.6107,-10.432,0.8325799999999999,-0.65686,-0.58932,0.7306,subject1
2020-01-01 00:03:13,-0.8053899999999999,-11.869000000000002,0.13573,-0.65686,-0.58932,0.7306,subject1
2020-01-01 00:03:14,-1.0746,-10.819,0.0944639999999999,-0.54314,-0.58727,0.8211200000000001,subject1
2020-01-01 00:03:15,-1.9264,-8.9813,-0.12615,-0.54314,-0.58727,0.8211200000000001,subject1
2020-01-01 00:03:16,-2.8496,-6.8573,0.2717199999999999,-0.54314,-0.58727,0.8211200000000001,subject1
2020-01-01 00:03:17,-3.3791,-6.0867,0.33108,-0.56667,-0.54209,0.81897,subject1
2020-01-01 00:03:18,-3.2244,-5.8956,0.44481,-0.56667,-0.54209,0.81897,subject1
2020-01-01 00:03:19,-2.9839,-5.9356,0.4428,-0.56667,-0.54209,0.81897,subject1
2020-01-01 00:03:20,-2.4966,-6.3566,0.33842,-0.56667,-0.54209,0.81897,subject1
2020-01-01 00:03:21,-2.2389,-6.7844,0.55661,-0.5745100000000001,-0.4989699999999999,0.8663799999999999,subject1
2020-01-01 00:03:22,-2.3891,-6.9272,0.27864,-0.5745100000000001,-0.4989699999999999,0.8663799999999999,subject1
2020-01-01 00:03:23,-2.1335,-7.1185,0.15449,-0.5745100000000001,-0.4989699999999999,0.8663799999999999,subject1
2020-01-01 00:03:24,-2.3488,-7.9572,0.2792199999999999,-0.5705899999999999,-0.46201,0.8900899999999999,subject1
2020-01-01 00:03:25,-2.6959,-8.8087,0.13248,-0.5705899999999999,-0.46201,0.8900899999999999,subject1
2020-01-01 00:03:26,-2.5003,-9.156,0.39636,-0.5705899999999999,-0.46201,0.8900899999999999,subject1
2020-01-01 00:03:27,-3.4074,-9.6553,0.46515,-0.5705899999999999,-0.46201,0.8900899999999999,subject1
2020-01-01 00:03:28,-3.2745,-10.181,0.87635,-0.5902,-0.44764,0.8814700000000001,subject1
2020-01-01 00:03:29,-3.3977,-10.772,0.8468399999999999,-0.5902,-0.44764,0.8814700000000001,subject1
2020-01-01 00:03:30,-3.6562,-10.845,0.48899,-0.5902,-0.44764,0.8814700000000001,subject1
2020-01-01 00:03:31,-3.6014,-10.176,0.43914,-0.59412,-0.4989699999999999,0.84267,subject1
2020-01-01 00:03:32,-3.9864,-9.9314,0.8576,-0.59412,-0.4989699999999999,0.84267,subject1
2020-01-01 00:03:33,-3.4914,-12.212,0.78523,-0.59412,-0.4989699999999999,0.84267,subject1
2020-01-01 00:03:34,-4.6046,-13.699000000000002,1.0546,-0.59412,-0.4989699999999999,0.84267,subject1
2020-01-01 00:03:35,-5.0579,-11.815,1.5343,-0.58627,-0.59343,0.79957,subject1
2020-01-01 00:03:36,-5.6593,-10.472,1.7993,-0.58627,-0.59343,0.79957,subject1
2020-01-01 00:03:37,-5.0682,-9.9973,2.271,-0.58627,-0.59343,0.79957,subject1
2020-01-01 00:03:38,-4.3939,-9.7927,2.7291,-0.49804,-0.6714600000000001,0.7650899999999999,subject1
2020-01-01 00:03:39,-3.5844,-9.5667,2.3342,-0.49804,-0.6714600000000001,0.7650899999999999,subject1
2020-01-01 00:03:40,-2.657,-9.3133,1.6698,-0.49804,-0.6714600000000001,0.7650899999999999,subject1
2020-01-01 00:03:41,-1.826,-9.6658,1.423,-0.49804,-0.6714600000000001,0.7650899999999999,subject1
2020-01-01 00:03:42,-2.5648,-8.6064,1.3613,-0.48039,-0.72895,0.76078,subject1
2020-01-01 00:03:43,-2.4201,-7.3322,1.7792,-0.48039,-0.72895,0.76078,subject1
2020-01-01 00:03:44,-2.6307,-6.5147,1.5284,-0.48039,-0.72895,0.76078,subject1
2020-01-01 00:03:45,-3.1607,-6.2124,1.7623,-0.54706,-0.68583,0.75647,subject1
2020-01-01 00:03:46,-3.748,-6.5023,1.7686,-0.54706,-0.68583,0.75647,subject1
2020-01-01 00:03:47,-4.1362,-6.4132,1.6793,-0.54706,-0.68583,0.75647,subject1
2020-01-01 00:03:48,-3.7235,-6.1384,1.1618,-0.54706,-0.68583,0.75647,subject1
2020-01-01 00:03:49,-3.4347,-6.7692,1.0782,-0.59412,-0.6509199999999999,0.72629,subject1
2020-01-01 00:03:50,-2.9289,-7.8442,0.5765399999999999,-0.59412,-0.6509199999999999,0.72629,subject1
2020-01-01 00:03:51,-3.0694,-8.9404,0.95923,-0.59412,-0.6509199999999999,0.72629,subject1
2020-01-01 00:03:52,-2.867,-9.4428,0.71536,-0.5705899999999999,-0.6386,0.75862,subject1
2020-01-01 00:03:53,-2.4599,-9.0067,0.33092,-0.5705899999999999,-0.6386,0.75862,subject1
2020-01-01 00:03:54,-3.0828,-9.0522,0.77655,-0.5705899999999999,-0.6386,0.75862,subject1
2020-01-01 00:03:55,-3.4161,-10.609000000000002,1.0737,-0.5705899999999999,-0.6386,0.75862,subject1
2020-01-01 00:03:56,-3.8346,-11.935,1.4657,-0.52941,-0.65298,0.77155,subject1
2020-01-01 00:03:57,-4.3994,-12.093,1.6766,-0.52941,-0.65298,0.77155,subject1
2020-01-01 00:03:58,-4.08,-10.193,1.7299,-0.52941,-0.65298,0.77155,subject1
2020-01-01 00:03:59,-3.9167,-10.832,1.8334,-0.58431,-0.65298,0.7219800000000001,subject1
2020-01-01 00:04:00,-7.7863,-15.646,2.426,-0.58431,-0.65298,0.7219800000000001,subject1
2020-01-01 00:04:01,-9.7938,-15.863,2.7485,-0.58431,-0.65298,0.7219800000000001,subject1
2020-01-01 00:04:02,-7.2653,-12.041,1.8563,-0.58431,-0.65298,0.7219800000000001,subject1
2020-01-01 00:04:03,-3.8903,-7.8238,0.6192300000000001,-0.58431,-0.65708,0.7219800000000001,subject1
2020-01-01 00:04:04,-1.0096,-7.0965,0.35351,-0.58431,-0.65708,0.7219800000000001,subject1
2020-01-01 00:04:05,0.58836,-8.9064,0.3567599999999999,-0.58431,-0.65708,0.7219800000000001,subject1
2020-01-01 00:04:06,0.43583,-10.045,0.48733,-0.4451,-0.64476,0.83405,subject1
2020-01-01 00:04:07,-0.77595,-11.167,0.25413,-0.4451,-0.64476,0.83405,subject1
2020-01-01 00:04:08,-1.9952,-11.749,1.0896,-0.4451,-0.64476,0.83405,subject1
2020-01-01 00:04:09,-1.6576,-9.5855,0.44781,-0.4451,-0.64476,0.83405,subject1
2020-01-01 00:04:10,-2.5633,-7.3178,0.21744,-0.51373,-0.56263,0.8556,subject1
2020-01-01 00:04:11,-3.6473,-6.456,0.39595,-0.51373,-0.56263,0.8556,subject1
2020-01-01 00:04:12,-3.6971,-6.3365,0.34984,-0.51373,-0.56263,0.8556,subject1
2020-01-01 00:04:13,-3.7099,-5.7675,0.25329,-0.65098,-0.45175,0.8232799999999999,subject1
2020-01-01 00:04:14,-3.6692,-5.4222,0.7809699999999999,-0.65098,-0.45175,0.8232799999999999,subject1
2020-01-01 00:04:15,-3.3296,-5.4985,1.1522,-0.65098,-0.45175,0.8232799999999999,subject1
2020-01-01 00:04:16,-2.952,-5.6704,0.95606,-0.65098,-0.45175,0.8232799999999999,subject1
2020-01-01 00:04:17,-3.0866,-5.9214,0.86018,-0.7058800000000001,-0.34908,0.7952600000000001,subject1
2020-01-01 00:04:18,-3.0683,-6.3959,0.4093699999999999,-0.7058800000000001,-0.34908,0.7952600000000001,subject1
2020-01-01 00:04:19,-2.8734,-6.8261,0.38786,-0.7058800000000001,-0.34908,0.7952600000000001,subject1
