id,date,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
B_1600,2020-01-07 05:00:00,-1.9518433,-2.7957153,0.7362976,-0.4015808,0.27786255,2.0249176
B_1600,2020-01-07 06:00:00,0.35583496,1.2437439,0.4701233,1.1217041,1.2840881,0.73565674
B_1600,2020-01-07 07:00:00,-8.348938,11.366486,0.22035217,1.323822,0.91563416,0.1870575
B_1600,2020-01-07 08:00:00,-10.015381,17.6577,1.6612396,0.7919464,0.3230896,0.6028137
B_1600,2020-01-07 09:00:00,-0.74653625,14.478195,1.9491882,0.5021057,0.15512085,0.30667114
B_1600,2020-01-07 10:00:00,-4.7711334,15.778473,0.45736694,0.3993988,0.050476074,0.71629333
B_1600,2020-01-07 11:00:00,-3.7153168,15.52388,1.8314209,-0.4679718,-0.42868042,0.5409241
B_1600,2020-01-07 12:00:00,0.6360626,4.4259186,0.2512207,0.034606934,-0.095047,0.5090027
B_1600,2020-01-07 13:00:00,-0.2924652,-2.382019,1.6049347,-0.14131165,-0.30229187,0.04309082
B_1600,2020-01-07 14:00:00,-3.3085938,0.7781067,1.4460754,-0.7098236,-0.64334106,0.5844269
B_1600,2020-01-07 15:00:00,-2.9538116,3.4046173,5.06929,-0.5076752,-0.4951172,0.4673462
B_1600,2020-01-07 16:00:00,-7.026245,12.525635,2.9738312,-0.2535553,-0.63793945,0.04347229
B_1600,2020-01-07 17:00:00,-3.9279785,16.84137,0.88682556,0.5447998,-0.39645386,0.74523926
B_1600,2020-01-07 18:00:00,0.4567871,13.679794,0.6057129,-0.35385132,-0.08634949,0.58732605
B_1600,2020-01-07 19:00:00,-1.8919983,7.6265717,1.8568573,-1.2989044,-0.393219,0.032073975
B_1600,2020-01-07 20:00:00,-1.2423096,-3.7126923,1.3289032,-2.2561188,-0.44839478,1.0008087
B_1600,2020-01-07 21:00:00,-0.069107056,-2.2333984,3.025177,-0.6114502,0.6141205,0.15710449
B_1600,2020-01-07 22:00:00,-1.1407623,4.9042053,2.9714355,0.757843,1.184555,0.1561737
B_1600,2020-01-07 23:00:00,-2.479309,10.940033,3.008545,1.1825104,0.44691467,0.7932739
B_1600,2020-01-08 00:00:00,0.6341858,14.846848,3.3140717,0.2539215,0.49519348,0.8828888
B_1600,2020-01-08 01:00:00,-2.2304077,17.209946,3.2323456,-0.052337646,1.1450653,0.119277954
B_1600,2020-01-08 02:00:00,-1.8626099,17.103714,0.1612091,-0.05267334,0.34088135,0.3171234
B_1600,2020-01-08 03:00:00,0.8365021,12.937027,1.9185333,-0.81806946,-0.044403076,0.14665222
B_1600,2020-01-08 04:00:00,-0.8727417,-2.4701996,0.4635315,0.54504395,0.29696655,0.37876892
B_1600,2020-01-08 05:00:00,-1.2782288,-2.5298004,3.523697,-0.25151062,-0.9536133,0.20048523
B_1600,2020-01-08 06:00:00,-2.3585663,2.0865936,1.7133636,-0.6017914,-0.37329102,0.19563293
B_1600,2020-01-08 07:00:00,-0.3977356,5.897522,6.285858,-0.08415222,-0.4194641,0.8593445
B_1600,2020-01-08 08:00:00,-8.758118,16.347656,0.6046448,0.069503784,-0.4694519,0.14813232
B_1600,2020-01-08 09:00:00,3.123291,16.735718,0.42771912,0.9233093,0.14329529,0.6183319
B_1600,2020-01-08 10:00:00,1.0157623,14.30368,1.2755127,-0.52207947,-0.4002533,0.5826874
B_1600,2020-01-08 11:00:00,-3.0914307,8.154419,2.289978,-1.4482269,-0.384964,0.3197937
B_1600,2020-01-08 12:00:00,-0.5117645,-4.261017,2.2529297,-2.0133514,0.0049438477,1.79393
B_1600,2020-01-08 13:00:00,-0.48597717,-0.81526184,1.7272797,0.3003235,1.3887482,0.24415588
B_1600,2020-01-08 14:00:00,-0.6167908,4.1245728,1.2074432,1.2696838,1.5982819,0.2929077
B_1600,2020-01-08 15:00:00,-5.686386,14.583405,1.7493134,1.3817749,0.9017792,1.1103363
B_1600,2020-01-08 16:00:00,4.245941,15.564453,3.2443695,0.25273132,0.62060547,0.9795227
B_1600,2020-01-08 17:00:00,-3.2193909,16.788086,0.6184387,0.25601196,0.99523926,0.1615448
B_1600,2020-01-08 18:00:00,-2.7176056,18.172394,0.4409485,-0.21669006,0.3651123,0.29309082
B_1600,2020-01-08 19:00:00,3.0296783,12.943832,2.0787506,-0.84820557,-0.01751709,0.011062622
B_1600,2020-01-08 20:00:00,-0.9833374,-3.5616455,0.886261,0.9285736,0.790802,0.7474365
B_1600,2020-01-08 21:00:00,-4.3079376,-1.7398834,4.919754,-2.042923,-1.7861481,2.211423230508196
B_1600,2020-01-08 22:00:00,-2.2502441,2.20047,0.61994934,-0.41519165,-0.8957367,0.34587097
B_1600,2020-01-08 23:00:00,3.9551697,3.3287811,9.962326,-0.23887634,-0.59198,0.362854
B_1600,2020-01-09 00:00:00,-11.69677023894032,18.853012,11.247182854835163,-0.033859253,-0.53019714,0.13749695
B_1600,2020-01-09 01:00:00,3.2023773,11.13913,5.202652,0.8957367,-0.017929077,0.9083252
B_1600,2020-01-09 02:00:00,4.595642,15.068024,0.9161072,-0.7537384,-0.11593628,0.6955719
B_1600,2020-01-09 03:00:00,-2.9618073,5.8851624,1.7284241,-1.6043854,-0.20463562,0.068984985
B_1600,2020-01-09 04:00:00,-3.1911774,-6.1137238,1.1727753,-2.1955566,0.6633606,2.211423230508196
B_1600,2020-01-09 05:00:00,-0.09553528,-0.829834,2.965744,0.7088318,1.1339264,0.534729
B_1600,2020-01-09 06:00:00,-0.24220276,5.3024445,0.73376465,1.5668793,0.94454956,0.033798218
B_1600,2020-01-09 07:00:00,-11.69677023894032,19.552063,10.198944,1.2686615,0.14364624,0.45889282
B_1600,2020-01-09 08:00:00,4.3713226,16.80304,1.0930023,0.28990173,0.36340332,0.9683075
B_1600,2020-01-09 09:00:00,-2.5536957,15.496185,0.60710144,0.17765808,0.90078735,0.03253174
B_1600,2020-01-09 10:00:00,-5.6469116,17.647034,0.32862854,-0.08564758,0.11351013,0.4703064
B_1600,2020-01-09 11:00:00,4.253128,12.540085,0.5734863,-0.5362396,-0.28115845,0.18589783
B_1600,2020-01-09 12:00:00,-0.66000366,-2.7980804,0.506958,0.08633423,-0.3828888,0.4376831
B_1600,2020-01-09 13:00:00,-1.9797821,0.20181274,4.0417175,-0.347229,0.4977417,1.4378967
B_1600,2020-01-09 14:00:00,-0.7621918,2.7384033,3.5501099,-0.026519775,-0.618515,0.17625427
B_1600,2020-01-09 15:00:00,1.3513031,5.790695,10.177475,-0.30107117,-0.14685059,0.6817627
B_1600,2020-01-09 16:00:00,-5.595642,18.703781,9.025223,-0.4270172,-0.32722473,0.12747192
B_1600,2020-01-09 17:00:00,1.5445404,13.623596,1.7609711,-0.07563782,-0.099472046,0.66233826
B_1600,2020-01-09 18:00:00,3.8974762,17.721146,0.739563,-0.44476318,-0.40211487,0.634552
B_1600,2020-01-09 19:00:00,-3.4054108,8.349808,2.2766876,-1.6051178,-0.30670166,0.14640808
B_1600,2020-01-09 20:00:00,-1.0034332,-3.2769623,0.18043518,0.013168335,0.06858826,0.57910156
B_1600,2020-01-09 21:00:00,-0.9167938,-4.5427246,4.067154,-0.028320313,0.11431885,0.21083069
B_1600,2020-01-09 22:00:00,-1.9112396,4.304016,3.1711426,1.7082672,1.6108551,0.29289246
B_1600,2020-01-09 23:00:00,-0.7871704,11.373627,9.96553,1.3126373,0.3798523,0.7330475
B_1600,2020-01-10 00:00:00,-6.0439453,6.628296,8.352493,0.943161,0.3935089,1.0696411
B_1600,2020-01-10 01:00:00,1.0742798,13.13028,6.6376038,0.24829102,0.3462677,0.065322876
B_1600,2020-01-10 02:00:00,-6.0841675,18.417053,1.9047699,-0.43548584,0.24008179,0.56874084
B_1600,2020-01-10 03:00:00,1.0127716,13.678513,1.5962677,-0.64733887,0.0977478,0.17895508
B_1600,2020-01-10 04:00:00,0.9387512,5.5715637,1.1931763,0.031021118,0.6640167,0.42596436
B_1600,2020-01-10 05:00:00,-3.384674,-3.36174,1.0076904,1.0242157,1.178482,0.366333
B_1600,2020-01-10 06:00:00,-2.2949982,-0.20089722,1.2996826,-0.1020813,-0.013809204,0.08781433
B_1600,2020-01-10 07:00:00,0.23687744,7.4034576,1.8981628,-0.15190125,0.45419312,0.57958984
B_1600,2020-01-10 08:00:00,1.4747314,19.512024,4.579361,0.06300354,-0.45593262,0.30911255
B_1600,2020-01-10 09:00:00,-0.7629547,17.969345,0.46870422,0.32618713,-0.7879944,0.9273224
B_1600,2020-01-10 10:00:00,2.450714,14.430862,1.9514008,0.020263672,-0.23799133,1.0348969
B_1600,2020-01-10 11:00:00,-5.0742188,10.2313385,3.2629395,-1.2339935,-0.5590973,0.05418396
B_1600,2020-01-10 12:00:00,-2.9586487,-0.79182434,1.161789,-0.9439087,-0.27485657,0.48295593
B_1600,2020-01-10 13:00:00,0.8889923,-5.4549866,4.0484314,0.13735962,0.5645294,0.09474182
B_1600,2020-01-10 14:00:00,-1.0620575,6.6510925,4.2992706,1.139679,1.1992798,0.076538086
B_1600,2020-01-10 15:00:00,-1.2446442,11.313675,0.9817505,0.8447571,0.92266846,0.39486694
B_1600,2020-01-10 16:00:00,-1.1109772,8.91748,5.0265045,0.6847992,0.5626068,0.61550903
B_1600,2020-01-10 17:00:00,-2.9904633,14.651413,4.4597626,0.33999634,0.572464,0.074798584
B_1600,2020-01-10 18:00:00,-1.0078888,17.037811,3.1436157,-0.26942444,0.2760315,0.28474426
B_1600,2020-01-10 19:00:00,1.0122375,8.344101,0.43441772,-0.28230286,0.11431885,0.30523682
B_1600,2020-01-10 20:00:00,-1.4520111,0.7640381,1.8259125,0.33595276,1.1414795,0.057281494
B_1600,2020-01-10 21:00:00,-1.8316803,0.36543274,2.6964111,0.29421997,0.07815552,0.16485596
B_1600,2020-01-10 22:00:00,-1.3274841,1.8105164,2.200653,-0.26586914,-0.8315582,0.14146423
B_1600,2020-01-10 23:00:00,1.3637238,11.265808,6.8537292,-0.52871704,-0.671875,0.5323334
B_1600,2020-01-11 00:00:00,0.4686432,18.205338,7.1093903,-0.3928833,-0.5888214,0.31340027
B_1600,2020-01-11 01:00:00,2.8653412,17.10379,0.74728394,-0.18171692,-0.60354614,0.8228302
B_1600,2020-01-11 02:00:00,0.68299866,13.785477,1.5639038,-0.62312317,-0.55174255,0.5598297
B_1600,2020-01-11 03:00:00,-2.5835419,4.0480194,1.7583008,-2.0453796,0.1794281,2.1041412
B_1600,2020-01-11 04:00:00,-0.28279114,-5.4470367,0.40327454,-0.25202942,0.4983368,1.0778198
B_1600,2020-01-11 05:00:00,-0.62387085,-2.6517334,1.4217987,1.4123688,0.7554474,0.21611023
B_1600,2020-01-11 06:00:00,-11.69677023894032,12.557083,2.2250366,1.4193878,0.6969757,0.44604492
B_1600,2020-01-11 07:00:00,-4.0790405,16.216522,0.3053589,0.68444824,0.33161926,0.6201172
B_1600,2020-01-11 08:00:00,0.105285645,12.945633,1.2117462,0.20733643,0.12828064,0.15968323
B_1600,2020-01-11 09:00:00,-0.91833496,16.937729,0.33953857,-0.18383789,-0.4440918,0.37968445
B_1600,2020-01-11 10:00:00,1.3427277,14.059952,2.3563843,-0.7520447,-0.2538147,0.15327454
B_1600,2020-01-11 11:00:00,-1.34935,0.80952454,0.9326172,1.1484375,1.4726257,0.47053528
B_1600,2020-01-11 12:00:00,-3.2092896,-1.9413757,2.5196228,0.068481445,-0.07765198,0.25268555
B_1600,2020-01-11 13:00:00,-1.5910492,0.8317108,0.30055237,-0.5035248,-0.4839325,0.012619019
