id,date,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
A_1600,2020-01-02 20:00:00,-0.85884094,13.88443,2.6391144,-0.6016998,1.7262115,0.113601685
A_1600,2020-01-02 21:00:00,-5.2745667,15.338074,4.0735626,-0.5844879,1.3236084,0.22235107
A_1600,2020-01-02 22:00:00,-2.3806763,14.130188,0.27114868,-0.43193054,1.2234192,0.41055298
A_1600,2020-01-02 23:00:00,1.5170441,9.865021,0.58065796,-0.28945923,0.5614319,0.14216614
A_1600,2020-01-03 00:00:00,0.13645935,4.564209,0.13917542,-0.6095581,-0.14157104,0.42845154
A_1600,2020-01-03 01:00:00,-2.172699,3.204422,0.057388306,-0.93943787,-0.36735535,0.48008728
A_1600,2020-01-03 02:00:00,-1.8132629,4.813339,2.3857117,0.43823242,-0.68107605,0.36054993
A_1600,2020-01-03 03:00:00,0.51412964,7.8227844,2.8281097,0.7133026,-0.096084595,0.27085876
A_1600,2020-01-03 04:00:00,-1.78656,13.410919,3.566269,1.0665894,-0.4243164,0.12438965
A_1600,2020-01-03 05:00:00,-3.6832428,18.107956,3.3124084,0.7455902,-1.0079651,0.06803894
A_1600,2020-01-03 06:00:00,0.3745575,14.882523,3.208435,0.935379,-0.9616394,0.1374054
A_1600,2020-01-03 07:00:00,-0.05987549,8.4926605,1.2915192,0.71759033,-0.55644226,0.4670105
A_1600,2020-01-03 08:00:00,-0.94311523,9.317978,0.45887756,0.27604675,-0.728775,0.18771362
A_1600,2020-01-03 09:00:00,-2.986435,7.9619904,0.16313171,0.32365417,-0.58135986,0.052719116
A_1600,2020-01-03 10:00:00,-1.5778961,6.1477356,0.41433716,0.8024597,-0.10600281,0.05041504
A_1600,2020-01-03 11:00:00,-0.019592285,5.26503,0.35966492,0.41400146,0.23324585,0.57084656
A_1600,2020-01-03 12:00:00,-0.019897461,7.798828,0.095199585,-0.53222656,0.37886047,0.9166565
A_1600,2020-01-03 13:00:00,0.058135986,10.209793,1.8944855,-0.7901764,0.1121521,0.083999634
A_1600,2020-01-03 14:00:00,0.8058319,10.359772,3.8279877,-0.53178406,0.66619873,0.5112915
A_1600,2020-01-03 15:00:00,0.3924408,12.281372,0.30545044,-0.22642517,1.4191742,0.3371582
A_1600,2020-01-03 16:00:00,-3.9925232,14.625122,4.93573,-0.50942993,1.4011078,0.16503906
A_1600,2020-01-03 17:00:00,-4.0758667,14.620773,2.5863495,-0.75975037,0.8682709,0.3925171
A_1600,2020-01-03 18:00:00,-0.34283447,12.458115,0.50730896,-0.7239227,0.41496277,0.61642456
A_1600,2020-01-03 19:00:00,0.7679138,7.3632965,0.3050232,0.13371277,0.035583496,0.03050232
A_1600,2020-01-03 20:00:00,-0.46720886,2.8192444,0.74923706,-0.6090698,-1.0865936,0.96343994
A_1600,2020-01-03 21:00:00,-2.23732,2.7022247,0.15597534,-0.44000244,-1.4006042,0.6572876
A_1600,2020-01-03 22:00:00,-1.9308167,6.462158,2.4403076,0.5836029,-0.408432,0.23780823
A_1600,2020-01-03 23:00:00,-0.45767212,12.173721,2.2596283,1.3243866,-0.051498413,0.21669006
A_1600,2020-01-04 00:00:00,-0.8964386,10.782166,3.548706,0.9604645,-0.7901306,0.20205688
A_1600,2020-01-04 01:00:00,-4.38501,15.069595,1.6982269,0.9332733,-1.2759857,0.24269104
A_1600,2020-01-04 02:00:00,-3.3600311,12.750702,0.30786133,0.73399353,-0.9267578,0.108932495
A_1600,2020-01-04 03:00:00,0.11109924,8.382492,0.92041016,0.35336304,-0.54785156,0.46546936
A_1600,2020-01-04 04:00:00,-2.8299103,8.635773,0.9124603,0.073532104,-0.70469666,0.15626526
A_1600,2020-01-04 05:00:00,-4.005768,7.5156097,0.17929077,0.33439636,-0.2632141,0.15318298
A_1600,2020-01-04 06:00:00,-1.6379852,4.747345,0.018661499,0.7142639,0.60150146,0.5118561
A_1600,2020-01-04 07:00:00,1.4026489,6.004471,0.05848694,-0.49917603,0.5481262,0.8547516
A_1600,2020-01-04 08:00:00,-0.12463379,8.899155,0.6542053,-0.7549591,0.47042847,0.6725464
A_1600,2020-01-04 09:00:00,-0.46896362,11.344849,1.8815918,-0.93673706,0.27337646,0.26242065
A_1600,2020-01-04 10:00:00,1.3414612,10.808838,3.188797,-0.61621094,1.6686707,0.23910522
A_1600,2020-01-04 11:00:00,0.339859,14.034363,4.3385468,-0.5701904,1.918045,0.117614746
A_1600,2020-01-04 12:00:00,-5.550171,15.081116,4.2319794,-0.44407654,1.3282928,0.04446411
A_1600,2020-01-04 13:00:00,-1.658493,15.331543,1.5031738,-0.41903687,1.0091095,0.36380005
A_1600,2020-01-04 14:00:00,1.6804657,9.785477,0.08633423,-0.653595,0.8318634,0.51582336
A_1600,2020-01-04 15:00:00,0.44187927,5.100357,0.37687683,0.38356018,0.4736328,0.055099487
A_1600,2020-01-04 16:00:00,-2.2576447,3.0484161,0.0031585693,-1.1270294,-0.46948242,1.1848907
A_1600,2020-01-04 17:00:00,-2.5245667,4.165619,1.2511749,-0.48176575,-1.2052765,0.3358307
A_1600,2020-01-04 18:00:00,-0.25663757,6.146927,1.7322845,0.48913574,0.13220215,0.17474365
A_1600,2020-01-04 19:00:00,-0.697052,11.57724,3.471695,1.401001,0.5155029,0.08659363
A_1600,2020-01-04 20:00:00,-2.0449982,12.916489,3.3371277,0.49726868,-0.09616089,0.3716278
A_1600,2020-01-04 21:00:00,-4.3201447,18.554672,0.09161377,0.6560974,-0.5802307,0.048843384
A_1600,2020-01-04 22:00:00,-1.1653442,9.230667,3.075348,0.91400146,-0.32218933,0.47868347
A_1600,2020-01-04 23:00:00,2.5440826,8.671188,1.2250519,0.7180939,-0.62498474,0.33816528
A_1600,2020-01-05 00:00:00,-3.1288757,9.155563,0.42170715,0.22123718,-0.77230835,0.08618164
A_1600,2020-01-05 01:00:00,-2.805008,7.3309937,0.8727112,0.4517212,-0.52908325,0.13467407
A_1600,2020-01-05 02:00:00,0.4025879,4.8469696,0.7140503,1.0841217,-0.1312561,0.18737793
A_1600,2020-01-05 03:00:00,-1.0872803,4.889328,0.38276672,-0.4928131,0.124801636,0.76501465
A_1600,2020-01-05 04:00:00,-0.4865265,8.643509,0.43984985,-0.83058167,-0.35557556,1.0675659
A_1600,2020-01-05 05:00:00,-0.7057953,11.539047,4.013626,-0.9712982,-0.26470947,0.5039978
A_1600,2020-01-05 06:00:00,2.628891,10.204651,3.1709747,-0.588562,1.0677643,0.26626587
A_1600,2020-01-05 07:00:00,-1.1148682,14.490784,4.8614655,-0.12107849,1.7671661,0.031234741
A_1600,2020-01-05 08:00:00,-7.939340558107399,13.595688,4.332855,-0.5098419,1.4667053,0.056259155
A_1600,2020-01-05 09:00:00,-1.6681671,14.467438,0.49649048,-0.7182312,0.7836914,0.41661072
A_1600,2020-01-05 10:00:00,1.917923,12.217239,0.27590942,-0.54063416,0.9051819,0.48217773
A_1600,2020-01-05 11:00:00,0.82159424,5.5958405,1.0650482,0.16796875,-0.49391174,0.8084564
A_1600,2020-01-05 12:00:00,-1.3745728,1.6477356,0.87457275,-1.8490906,-0.71669006,0.5860596
A_1600,2020-01-05 13:00:00,-2.9497223,3.234253,0.5137329,0.07185364,-0.4880066,0.5776367
A_1600,2020-01-05 14:00:00,-1.2893066,8.20285,2.9591675,0.3968811,0.20935059,0.162323
A_1600,2020-01-05 15:00:00,1.1725616,11.215851,2.9013214,1.7112122,0.11286926,0.2374878
A_1600,2020-01-05 16:00:00,-6.2711487,14.75296,5.1496887,0.54422,-0.77153015,0.22033691
A_1600,2020-01-05 17:00:00,-1.0957336,18.787323,5.908808108075906,1.0739899,-0.8904114,0.42453003
A_1600,2020-01-05 18:00:00,-1.1481476,7.024933,0.21739197,0.70224,-0.17636108,0.36584473
A_1600,2020-01-05 19:00:00,2.4118958,8.726578,2.372635,0.34570313,-0.31469727,0.2240448
A_1600,2020-01-05 20:00:00,-5.0621033,10.803223,0.26490784,0.15655518,-0.618103,0.0095825195
A_1600,2020-01-05 21:00:00,-3.532257,6.4562836,0.3705902,0.57437134,-0.5440216,0.3655548
A_1600,2020-01-05 22:00:00,-0.7037964,3.9090424,0.17088318,0.3917389,0.051239014,0.5648651
A_1600,2020-01-05 23:00:00,0.23147583,7.4364166,0.12234497,-0.9416199,0.11248779,0.8161011
A_1600,2020-01-06 00:00:00,-0.6518402,9.172073,0.059936523,-0.880661,0.030090332,0.34744263
A_1600,2020-01-06 01:00:00,-1.3802185,10.52861,3.5401611,-0.85661316,0.5710907,0.27372742
A_1600,2020-01-06 02:00:00,0.19184875,11.422043,0.8295593,-0.52368164,1.7397614,0.15084839
A_1600,2020-01-06 03:00:00,-1.1698608,15.171539,5.802887,-0.6362915,1.5252686,0.11703491
A_1600,2020-01-06 04:00:00,-5.2522736,15.355621,1.3793335,-0.62094116,1.3280792,0.23623657
A_1600,2020-01-06 05:00:00,0.886673,13.861618,0.020568848,-0.5698242,1.0579071,0.5311432
A_1600,2020-01-06 06:00:00,1.7843628,7.6093597,0.033950806,-0.50679016,0.5076904,0.097976685
A_1600,2020-01-06 07:00:00,-0.94381714,3.7541199,0.521286,0.11224365,-0.13595581,0.64660645
A_1600,2020-01-06 08:00:00,-2.7763062,2.3498688,0.47795105,-0.86834717,-1.7758331,0.85554504
A_1600,2020-01-06 09:00:00,-1.0563354,5.2252045,2.4285736,0.37728882,-0.7947998,0.22673035
A_1600,2020-01-06 10:00:00,0.46794128,9.040665,1.6820068,1.1363678,0.013290405,0.06347656
A_1600,2020-01-06 11:00:00,-2.081726,12.149155,1.5634003,1.2307434,-0.070114136,0.027328491
A_1600,2020-01-06 12:00:00,-2.4803467,12.771179,2.7843323,0.8674774,-0.95007324,0.27163696
A_1600,2020-01-06 13:00:00,-4.9830017,15.776566,4.225357,0.93670654,-0.87757874,0.027053833
A_1600,2020-01-06 14:00:00,-1.8104248,7.8801575,0.07962036,0.5601654,-0.56547546,0.31982422
A_1600,2020-01-06 15:00:00,-0.07556152,8.93544,0.71318054,0.22351074,-0.31004333,0.47332764
A_1600,2020-01-06 16:00:00,-2.7999268,8.901947,0.41175842,0.2524414,-0.20561218,0.16850281
A_1600,2020-01-06 17:00:00,-2.3333893,5.4234924,1.0314484,0.62664795,0.0730896,0.31272888
A_1600,2020-01-06 18:00:00,-0.1773529,5.507614,0.09451294,0.3217163,0.49395752,0.6885834
A_1600,2020-01-06 19:00:00,0.94703674,8.491959,0.48883057,-0.49058533,0.5628662,0.8242645
A_1600,2020-01-06 20:00:00,-0.09484863,9.81842,1.7395782,-0.8218994,0.27752686,0.3303833
A_1600,2020-01-06 21:00:00,0.014282227,10.294312,3.4131775,-0.8292999,0.9320526,0.11897278
A_1600,2020-01-06 22:00:00,0.20487976,11.648209,0.3952942,-0.48484802,1.9174042,0.013259888
A_1600,2020-01-06 23:00:00,-3.4627838,14.026703,3.6961823,-0.36264038,1.6664734,0.039138794
A_1600,2020-01-07 00:00:00,-4.6564484,14.694321,2.4266205,-0.41906738,1.1319427,0.16932678
A_1600,2020-01-07 01:00:00,-0.6949463,13.383667,0.4116974,-0.573761,0.82073975,0.38450623
A_1600,2020-01-07 02:00:00,1.3785095,8.264587,0.31607056,-0.05732727,0.29606628,0.029312134
A_1600,2020-01-07 03:00:00,-0.094314575,4.4319,0.78860474,-1.0453186,-0.31556702,0.68777466
A_1600,2020-01-07 04:00:00,-2.815918,3.2064514,0.20536804,-1.1109009,-0.57736206,0.6295166
A_1600,2020-01-07 05:00:00,-2.0655518,4.414032,1.6419983,0.22512817,-0.19084167,0.39517212
A_1600,2020-01-07 06:00:00,-0.30981445,8.14592,1.880127,0.973053,0.046875,0.3301239
A_1600,2020-01-07 07:00:00,-2.7969513,13.337265,4.4647675,0.92167664,-0.5239868,0.19618225
A_1600,2020-01-07 08:00:00,-2.4265442,17.764664,2.577835,0.9690094,-1.0789337,0.4262848
A_1600,2020-01-07 09:00:00,-0.06303406,12.163284,1.7489166,1.1116791,-0.72836304,0.0874176
A_1600,2020-01-07 10:00:00,0.78359985,8.312317,0.56222534,0.684845,-0.4263916,0.39126587
A_1600,2020-01-07 11:00:00,-2.6509094,10.5905,0.118499756,0.13987732,-0.48542786,0.121917725
A_1600,2020-01-07 12:00:00,-3.736557,8.603821,0.5336151,0.23535156,-0.2579651,0.22398376
A_1600,2020-01-07 13:00:00,-1.2045288,5.019562,0.20254517,0.86628723,0.3829956,0.26008606
A_1600,2020-01-07 14:00:00,-0.7453308,5.354721,0.39645386,0.21925354,0.5121765,0.5272217
A_1600,2020-01-07 15:00:00,-0.80078125,8.1800995,0.19300842,-0.8451538,-0.07028198,0.9243164
A_1600,2020-01-07 16:00:00,-0.8074646,9.826248,2.4233093,-1.001709,-0.40422058,0.014862061
A_1600,2020-01-07 17:00:00,1.8885803,9.616241,3.7499847,-0.77819824,0.36601257,0.47839355
A_1600,2020-01-07 18:00:00,0.53868103,13.410095,1.6612244,-0.40649414,1.2350922,0.17462158
A_1600,2020-01-07 19:00:00,-5.549713,15.593979,4.885437,-0.5431061,1.3027039,0.0697937
A_1600,2020-01-07 20:00:00,-4.934021,13.647522,1.9322357,-0.5882416,0.9242401,0.27590942
A_1600,2020-01-07 21:00:00,0.5018616,13.274124,0.27523804,-0.7554321,1.0349426,0.5198059
A_1600,2020-01-07 22:00:00,1.3054199,9.195007,0.68562317,0.023651123,0.14660645,0.09526062
A_1600,2020-01-07 23:00:00,-1.1353302,3.327011,0.50979614,-1.2966461,0.3534088,0.5702057
A_1600,2020-01-08 00:00:00,-2.0115204,2.2418213,0.62275696,-0.057144165,-0.6950836,0.6723633
A_1600,2020-01-08 01:00:00,-0.71681213,4.6865845,3.612152,0.12840271,-0.6614075,0.27626038
A_1600,2020-01-08 02:00:00,0.5881195,9.096298,1.6933899,1.0734558,-0.046432495,0.044784546
A_1600,2020-01-08 03:00:00,-4.435852,15.209,5.7863617,0.7957611,0.010925293,0.23350525
A_1600,2020-01-08 04:00:00,-1.2836456,16.201752,0.39245605,0.67663574,-0.9798126,0.42573547
A_1600,2020-01-08 05:00:00,-2.3407135,8.969162,0.86061096,0.8892212,-0.6921234,0.10005188
A_1600,2020-01-08 06:00:00,-0.29107666,9.0260315,3.3633575,0.7154541,-0.44509888,0.30273438
A_1600,2020-01-08 07:00:00,-1.4637299,8.197983,0.11808777,0.13607788,-0.4718933,0.60502625
A_1600,2020-01-08 08:00:00,-4.018448,9.566696,0.57788086,0.10862732,-0.70532227,0.043823242
A_1600,2020-01-08 09:00:00,-1.4348297,6.038742,0.003921509,0.83551025,-0.2772522,0.13793945
A_1600,2020-01-08 10:00:00,0.95114136,5.878723,0.26011658,0.21188354,0.40890503,0.78697205
A_1600,2020-01-08 11:00:00,1.0148468,6.8273163,0.14941406,-1.2433777,0.06324768,0.79356384
A_1600,2020-01-08 12:00:00,-2.382492,9.84639,2.9862518,-1.0318146,-0.18327332,0.1829071
A_1600,2020-01-08 13:00:00,0.5102234,10.793945,2.692093,-0.5967407,0.72109985,0.16163635
A_1600,2020-01-08 14:00:00,-0.46185303,11.580261,0.4978943,-0.20043945,1.8784027,0.13656616
A_1600,2020-01-08 15:00:00,-3.7816772,14.457123,4.1251373,-0.32521057,1.6073303,0.11352539
A_1600,2020-01-08 16:00:00,-5.3678436,16.071472,0.36418152,-0.54759216,1.1985321,0.38604736
A_1600,2020-01-08 17:00:00,-0.2234497,14.110855,0.3948059,-0.80023193,0.87265015,0.69363403
A_1600,2020-01-08 18:00:00,1.5470123,6.478363,0.823349,-0.24461365,0.2730713,0.18887329
A_1600,2020-01-08 19:00:00,-0.4149933,2.4045105,0.43240356,-0.95077515,0.5499878,0.61598206
A_1600,2020-01-08 20:00:00,-3.5130768,2.6900177,0.5561218,0.34692383,-0.75964355,0.58143616
A_1600,2020-01-08 21:00:00,-1.6197662,5.3638916,2.5201263,-0.25483704,-0.2434845,0.4918518
A_1600,2020-01-08 22:00:00,0.36941528,9.698074,1.2125549,1.1834564,0.066223145,0.27713013
A_1600,2020-01-08 23:00:00,-4.3019867,18.087036,5.908808108075906,0.9026947,-0.4093628,0.20075989
A_1600,2020-01-09 00:00:00,-1.2493439,15.541946,1.0701599,1.0834808,-1.4557953,0.6493683
A_1600,2020-01-09 01:00:00,-3.422287,7.5585785,0.7845459,1.1726074,-1.1924133,0.11325073
A_1600,2020-01-09 02:00:00,-0.3669281,8.423248,3.0457306,0.7994385,-0.79608154,0.3633728
A_1600,2020-01-09 03:00:00,-2.6200104,8.958221,1.3219604,0.14372253,-0.48358154,0.6316986
A_1600,2020-01-09 04:00:00,-4.9432526,8.358643,0.85980225,0.056228638,-0.491745,0.08416748
A_1600,2020-01-09 05:00:00,-1.7214661,5.7656403,0.25494385,0.8678589,0.11375427,0.24690247
A_1600,2020-01-09 06:00:00,0.14437866,4.8906403,0.5192871,0.38389587,0.44540405,0.5714569
A_1600,2020-01-09 07:00:00,1.2363434,7.336731,0.5681305,-1.3886261,-0.08506775,0.71058655
A_1600,2020-01-09 08:00:00,-1.1298828,11.568253,1.5581207,-0.7697296,-0.10255432,0.48143005
A_1600,2020-01-09 09:00:00,0.2690277,11.014008,3.1192474,-0.8317261,0.4863739,0.28656006
A_1600,2020-01-09 10:00:00,0.83673096,10.070236,0.9227905,-0.33920288,1.750946,0.2559967
A_1600,2020-01-09 11:00:00,-2.9662933,15.185516,5.908808108075906,-0.68414307,1.2598877,0.084228516
A_1600,2020-01-09 12:00:00,-7.939340558107399,15.072464,0.96936035,-0.7633209,0.793808,0.25001526
A_1600,2020-01-09 13:00:00,1.189209,14.197006,0.158432,-0.6351929,0.6449127,0.38789368
A_1600,2020-01-09 14:00:00,2.8507996,7.732025,0.34155273,-0.49064636,0.57554626,0.16596985
A_1600,2020-01-09 15:00:00,-1.0513458,2.9291992,1.3224182,0.103378296,0.14929199,0.6339874
A_1600,2020-01-09 16:00:00,-4.73584,1.8292236,0.1631012,-1.1557007,-2.108017,0.8065491
A_1600,2020-01-09 17:00:00,-1.8577728,5.522049,2.9036407,0.1797638,-0.25712585,0.32151794
A_1600,2020-01-09 18:00:00,1.9588013,9.327621,2.0641937,1.0381012,0.15562439,0.012649536
A_1600,2020-01-09 19:00:00,0.24127197,12.385361,2.3574677,0.9744568,0.1791687,0.004135132
A_1600,2020-01-09 20:00:00,-2.3002014,12.476257,4.1171265,0.8856354,-0.75242615,0.6232605
A_1600,2020-01-09 21:00:00,-6.6063538,16.909393,4.6551056,1.0915222,-1.232193,0.059936523
A_1600,2020-01-09 22:00:00,-1.6853027,8.899002,0.6409912,0.7491455,-1.1235809,0.5415344
A_1600,2020-01-09 23:00:00,-0.89697266,9.290131,1.490921,0.21643066,-1.083435,0.55107117
A_1600,2020-01-10 00:00:00,-4.7401276,9.047363,0.64533997,0.03590393,-0.9077301,0.051818848
A_1600,2020-01-10 01:00:00,-2.0577087,5.45784,0.81666565,0.6080322,0.44914246,0.45793152
A_1600,2020-01-10 02:00:00,-0.48269653,4.6023865,0.68969727,0.47297668,0.91693115,0.5520172
A_1600,2020-01-10 03:00:00,-0.16603088,8.5035095,0.1625061,-0.59358215,0.35011292,1.0580444
A_1600,2020-01-10 04:00:00,-0.6661072,10.544815,1.5880127,-0.95373535,0.26667786,0.25343323
A_1600,2020-01-10 05:00:00,1.9706421,9.927475,4.2012177,-0.9647217,0.67907715,0.4706726
A_1600,2020-01-10 06:00:00,3.6415863,11.350113,0.18295288,-0.5104523,1.6589661,0.043151855
A_1600,2020-01-10 07:00:00,-5.026108,15.838745,5.033386,-0.417099,1.6768799,0.016098022
A_1600,2020-01-10 08:00:00,-6.5671844,15.350143,2.4622345,-0.6188202,1.1218414,0.20643616
A_1600,2020-01-10 09:00:00,0.4832611,12.055954,0.8029175,-0.66796875,0.777298,0.5214081
A_1600,2020-01-10 10:00:00,0.030319214,7.3538666,0.09101868,-0.2715454,0.5592041,0.06655884
A_1600,2020-01-10 11:00:00,-0.7675171,3.6042175,0.10461426,-0.6840668,-0.46925354,0.81100464
A_1600,2020-01-10 12:00:00,-1.3703003,2.7450104,0.3109436,-0.5766144,-1.7242737,0.78933716
A_1600,2020-01-10 13:00:00,-1.6290436,5.8643036,2.509781,0.7689209,-1.0940247,0.57666016
A_1600,2020-01-10 14:00:00,-0.6829834,10.061371,2.814392,1.0708466,-0.10185242,0.6380005
A_1600,2020-01-10 15:00:00,-2.005249,13.307526,2.1819,1.0833282,-0.119903564,0.1879425
A_1600,2020-01-10 16:00:00,-4.003525,16.240067,4.810501,1.0102539,-0.43859863,0.4447937
A_1600,2020-01-10 17:00:00,-3.2628326,13.205872,4.281662,0.80397034,-0.44036865,0.17259216
A_1600,2020-01-10 18:00:00,-1.3993835,8.594009,0.12210083,0.29418945,-0.4081726,0.4295349
A_1600,2020-01-10 19:00:00,-2.6445618,10.195526,0.28903198,0.089920044,-0.536026,0.14178467
A_1600,2020-01-10 20:00:00,-3.0088654,7.7862854,0.17254639,0.42504883,0.07476807,0.012557983
A_1600,2020-01-10 21:00:00,-0.5857849,5.0304565,0.053726196,1.0141296,0.69744873,0.13415527
A_1600,2020-01-10 22:00:00,-0.32084656,6.1818695,0.39891052,0.3523407,0.23413086,0.945755
A_1600,2020-01-10 23:00:00,-0.78564453,8.34166,0.47294617,-0.7947693,-0.16445923,0.9337921
A_1600,2020-01-11 00:00:00,0.072647095,10.040146,3.4137268,-1.131485,-0.7953949,0.17503357
A_1600,2020-01-11 01:00:00,2.348526,10.522675,4.452072,-0.7504883,-0.15170288,0.1937561
A_1600,2020-01-11 02:00:00,-2.2012482,12.900681,2.419159,-0.3670349,0.9282837,0.014877319
A_1600,2020-01-11 03:00:00,-7.2407227,14.758728,5.41922,-0.574234,0.87516785,0.10871887
A_1600,2020-01-11 04:00:00,-4.361862,13.983566,2.909958,-0.56866455,0.7893982,0.3091278
A_1600,2020-01-11 05:00:00,-1.8561401,11.100128,0.4546814,-0.57492065,1.0339966,0.42027283
A_1600,2020-01-11 06:00:00,0.024414063,7.1950073,0.65174866,0.044509888,1.0118866,0.10481262
A_1600,2020-01-11 07:00:00,0.7232208,3.3740234,0.008087158,-0.69184875,-0.9680939,0.5265045
A_1600,2020-01-11 08:00:00,-1.2436523,2.8994293,0.91160583,-0.17407227,-0.84410095,0.5431366
A_1600,2020-01-11 09:00:00,-0.348114,6.0237885,3.0613098,1.0325012,-0.4454193,0.6916809
A_1600,2020-01-11 10:00:00,1.8883057,11.683945,2.741272,1.7455139,0.20272827,0.7662811
A_1600,2020-01-11 11:00:00,-2.9883118,14.352966,2.85112,0.69914246,0.19314575,0.41923523
A_1600,2020-01-11 12:00:00,-7.939340558107399,16.682617,2.722519,0.7219391,-1.1423035,0.5292816
A_1600,2020-01-11 13:00:00,-4.351715,11.030334,1.0937805,0.49362183,-0.53486633,0.06100464
A_1600,2020-01-11 14:00:00,0.81365967,7.194031,0.32040405,0.05303955,-0.47714233,0.5463257
